fault_text,label_name,split
CE:1511 B2 saloon light found not workin,Saloon Light,train
2537 - WINDOW GLASS FOGGY R/H/S BETWEEN,Saloon Window Glass,train
2552 - NO 2 END BOGIE BRAKE TEST POINT L,Test Point,train
EMU 521/522 Air leak test failed 1.0 Bar,Auto Coupler Centering Device Pipe,train
Train came to a gradual stop in AM modedeparting station platform. TC feedback Master fault was lighted up with TIMS showing BCU fault at the rear M1 car. TC a ttempted to proceed in ATPM mode but to no avail. STBS was o,ACU,train
TIMS showed BCU fault at car 2552. Faultself-cleared. Train performance - ok. TIMS showed BCU fault at car 2552. Fault self-cleared. Train performance - ok.,ACU,train
"2569 NO.2 END GANGWAY LIGHT FAULTY,TO RE",Gangway Light,train
"561/562 Air leak test failed, 1.1bar/5mi",Air Compressor,train
CE: 2543 A8 saloon light dim,Saloon Light,train
TC reported TIMS indicated Rear DT car B1 door obstacle detected. Train doors was able to open and c lose normally. Staff (LKS) checked and confirmed - Rear DT B 1 door was unable to open or close fully with a gap of 4 inc,Door Roller,train
Snap: 1659 Saloon aircon warm,Recharge Freon,train
3552 - CAB LIGHT BALLAST FAULTY.  AWAITI,Cab Light Ballast,train
#2638-B1 CCD shoe missing and weak link,CCD Assembly,train
#1529 Near B2 door underframe air leak f,MPV,train
TIMS showed Smoke Internal at car 1540.Staff(YCK) checked and confirmed no signs of smoke / fire / burning smell on exterior or interior of train. Train was es corted to terminal station.,SDR1,train
1531 A/C 2-1 and 2531 A/C 1-2 having coo,Recharge Freon,train
2612 A3 L/H/S DOOR ROLLER DAMAGE.,Door Roller,train
"Snap reported 3685 Saloon area a/con warm.Pls check.

CE reported 3685 A/C 2 fault.",Recharge Freon,train
T420 3510 TIMS showed Smoke External Ala,External Smoke Detector,train
Px feedback to staff(KTB) that car 1555train doors close with loud noise.Staff (AMK) checked,Saloon Door Add Shim,train
TC reported flat wheel at FDT car.,Wheel Profiling,train
DT check found 3657 #2 and 1658 #2 cooli,Saloon CCU,train
Snap: 2610 B2 dragging door,Door Roller,train
TC reported APS intermittent fault indication.,Saloon CCU,train
3668-A/S WHEEL FLANGE ROLLER WORN OUT.TO,WFL Oiling Ring,train
3554 B/S door open botton not working.,Door Open Push Button,train
TIMS show BCU release fault at car 3536.TC reported intermittent brake fault. Performance -ok. TIMS show BCU release fault at car 3536. TC reported intermitten t brake fault. Performance -ok.,ACU,train
"Pax feedback to staff (KTB) unusual noise at rear DT car, TC checked and confirmed no fault found. M R was more than 10bar, staff (YIS) boarded and confirmed his sing sound sound.",WFL Hose,train
Train doors at rear m2 carwere not proven closed. TC recycled train doors once - ok. Staff(BDK) ch ecked and confirmed no train doors abnormalities. Fault did not recur at subsequent stations. Train doors at rear m2 car,Door Roller,train
"#613/614,#1614(2 resister)#2614(1 resister)#1613(1 resister)found burn
mark during PM.To rectify",Charging Resistor,train
TC reported Train doors at Car 3612 not proven closed. TC recycled a few times but to no avail. Pax was disembark at JURMT. TC operated DIRBS - ok. Train return ed to UPD.,Clean Coupler Pins,train
"#1607,DT CX FOUND BCP AT 0.11 BAR AT COA",Pressure Transducer,train
"3722-A1(x3),A1(x2)
1722-A1(x2),A2(x2),B2(x1)
2722-A2(x2),B2(x3),B1(x1)
2721-B1(x2)
1721-B1(x3),B2(x1),A1(x1),A2(x1)
3721-B1(x1),B2(x2),A1(x1)
Above location CCD assembly mounting washer found crack during PM check.
Please check and rectify.",CCD Washer,train
"1507 Wheel profile, reported pitted on A",Wheel Profiling,train
TC feedback A-side cab door unable to open. TC tried to open a few times but to no avail.,Cab Door Cable,train
#2668 A/C-2 SALOON TEMPERATURE STUCK IN,MCU,train
"3562- WILD Triggered (B4,7)",Wheel Profiling,train
Train encountered power fault at car 2524 while arriving station. Reset at TNM WB - ok. Train encoun tered power fault at car 2524 while arriving station. Reset at TNM WB - ok.,VVVF Relay Unit,train
Pax feedback to staff(TIB) of heavy condensation from air-con at car 1628. Staff(RFP) checked and co nfirmed condensate was dripping from air-con at car 1628. Cl eaner was arranged.,Saloon Evaporator Rubber,train
1680- BRAKE FAULT,ACU,train
"Train encountered power fault at car 1685 while departing BSD TB2. Reset at signal 0513 - ok. Fault recurred approaching AMK NB, 2nd Reset at AMK NB - okay. Fau lt recurred departing AMK NB.3rd reset at YCK NB- okay. TC",Charging Resistor,train
TIMS was not working. TC tripped and normalised TICB1 and TICB2 but to no avail.,Tighten TIMS Connector,train
"TIMS showed Smoke External Alarm at car3501. Staff(BNL) checked and confirmed no signs of smoke, fi re or burning smell on exterior or interior of train. Rear T334 line clear and confirmed no abnormalities. TIMS showed S",External Smoke Detector,train
"Train came to a gradual stop in AM mode3646, N at track circuit N771 with stuck brake indication at front M 2 car momentarily. Fault cleared subsequently and train proc eeded in AM mode to next station.",ACU,train
"WHEEL FLANGE FAILED plicate Notification me:Fazly te of Occurrence:28.01.24 st Service Date:NA U / Equipment / Location:3616 / WHEEL / A1,A2,A3,A4,B1,B2,B3,B4 uipment Serial No. (if any) :NA scription of fault / cause:WHEEL FLANGE HEIGHT FAILED asurements (if any):NO GO GAUGE TOUCH WHEEL SURFACE quired Rectification:WHEEL PROFILING",Wheel Profiling,train
"PM FOUND 3707 A1-X1,B1-X2,B2-X2
 2707 A1-X1A2-X2
1707 B1-X3,A1-X3,A2-X1
2708 B1-X4,A1-X2
1708 A2-X1,B2-X1
3708 B1-X1,B2-X1,A1-X3,A2-X2CCD ASSEMBLY WASHERS CRACKED",CCD Washer,train
#2534 AIR LEAK FROM UNDERFRAME . TO CHEC,MPV,train
TC reported 3515 having BEU COM.Fault.,Encoder,train
T152 informed counterbound train T331 'B' side headlight down. TC confirmed B side healight was faul ty.,Headlight,train
3634 DT check found APS fault.(Code 423,F2 Fuse Blown,train
TC feedback that TIMS showed car 3606 'A4' door not opened. Staff(CBR) checked and confirmed door ha lf open. Staff(AMK) isolated door in closed position.,Door Roller,train
"DT533/534 UNDERSHOOTCHECK ON 3534 AND 1534 CAR, ABNORMAL BCP OBSERVED FROM LOGS.",ACU,train
"Rear cab entry indication illuminated. Staff(DBG) checked and feedback both doors were closed but no t secured. Staff confirmed no unauthorized person, no suspic ious item and all switches (sealed and unsealed) in normal c",Partition Door Latch,train
1544 Bogie 2 wheel flat and no.2 end gan,Wheel Profiling,train
'A' side cab door unable to open from inside and outside. 'A' side cab door unable to open from insi de and outside.,Cab Door Cable,train
Snaprep: 1510 LFF no.1 noisy,LFF,train
TC reported TIMS displayed Air Dryer fault. MR pressure was at 9.6 bar.,Air Dryer,train
TIMS showed Smoke Internal at Front M1 car. Staff(BDK) checked and confirmed no signs of smoke. Trai n was escorted to terminal station.,Clean Internal Smoke Detector,train
TC reported Smoke External at car 3668.Staff(JUR) checked and feedback no sign of smoke or heat. TCreported Smoke External at car 3668. Staff(JUR) checked and feedback no sign of smoke or heat.,External Smoke Detector,train
525/526 air leak fail when saloon doors,Door Manifold,train
"521/522 Found air leak test fail, 1.0bar",Dump Valve,train
"539/540 - DURING TRAIN PREP, TIMS DISPLA",Pressure Transducer,train
"CE:   3567 A6, 3568 B2, 3564 B8-saloon l",Saloon Light,train
CE: 3514 Smoke Internal. Checked there's,Clean Internal Smoke Detector,train
"PM checked found the following CCD assembly washers cracked.
3711 A1,B1
1711 B2
2711 B1,B2
2712 A1,B1,B2
1712 A2,B1,B2
3712 A1,B1,B2
To replace when spare are available.",CCD Washer,train
Train doors at rear M1 car not proven closded. TC opened and closed few times to no avail. Pax disem barked at BNL1 and withdrawn to UPD.,Adjust Saloon Door Sensing Switch,train
CE reported 3522 A1 & 1521 A4 saloon lig,Saloon Light,train
3682-Wheel flange lubricator(WLF) B/S  O,WFL Oiling Ring,train
3621 smoke external. To check & rectify.,External Smoke Detector,train
"Train doors at front DT car 'A3' door were not proven closed. TC recycled train doors twice- ok. Fault recurred at BGB NB for front DT car 'A3' door. TC recycle d twice to clear fault. At BBT NB & JUR MT, staff assisted t",Door Roller,train
"#3703,L/H SIDE BATTERY LEAKING,TO CHAN",Battery,train
Snap: 1674 One of the light flickering,LED Driver,train
"Train EB was applied while departing station in Auto mode. ATS alarm showed CBTC EB applied due to o bstructed motion detected. TC confirmed no circuit breaker t ripped and no other fault indications. Thereafter, TC opened",ACU,train
EB applied after opening train doors. ATS showed CBTC Applied EB due to command/statusmismatch. TCreported MR pressure was 8 bar. No other fault indication. TC reset EB three times to clear fault. EB applied after ope,Brake Check Valve,train
Snap: 1502 water leaking form ceiling,Recharge Freon,train
1631 no.1 end smoke internal alarm unabl,Internal Smoke Detector,train
TC feedback after changing end that FM1car set #1 air-con faulty. Reset - ok. Car was cooling.,Recharge Freon,train
1545 LFF #4 noisy.,LFF,train
Train doors at car 1617 were not provenclosed. Staff(MRB) checked and confirmed that car 1617 'B3' door not proven closed. Staff(MRB) assisted to isolate the d efective pair of train doors for train to depart.,Door Roller,train
TC feedback unable to open 'A' side cabdoor from inside. SM(DBG) also confirmed unable to open cab door from outside.,Cab Door Cable,train
TC reported APS fault indicator intermittently lighted up. TIMS showed line voltage lighted up rando mly for all 6 cars. Train performance - ok.,Saloon CCU,train
"PM,FOUND #2555,NO.2 END GANGWAY FOOTPLAT",Gangway Footplate,train
TC feedback train unable to pick up speed in Auto and ATPM mode. No other fault indication. Train di sembarked pax at BNL EB and later operated STBS to proceed b ack to depot in ATPM mode. TC feedback train unable to pick,BCU,train
1518 A4 Wild triggered,Wheel Profiling,train
1603 A/C 2 Coolant pressure fault.,Recharge Freon,train
3533 air leak fail when doors are open,Door Manifold,train
#3524 AC 1-2 & 2-2 Coolant pressure faul,Saloon Evaporator,train
1566 During shunting having intermittent,Saloon CCU,train
#2549 A1 CCD shoe mouting screw broken t,CCD Assembly,train
Snaprep: Passenger feedback that car 2505 near B4 door 01 x saloon lighting was dim. Staff(MSL) chec ked and confirmed was dimmed. Snaprep: Passenger feedback th at car 2505 near B4 door 01 x saloon lighting was dim. Staff,Saloon Light,train
3535- A4 SALOON LIGHT FAULTY,Saloon Light,train
TC reported front DT cab light not working.,Cab Light Ballast,train
2631 LFF #6 PM check found lourve not tu,LFF,train
"TC reported TIMS showed air-con fault atrear M1 car, set #1. Unable to reset. Staff(YCK) checked an d confirmed that rear M1 car set #1 air-con faulty. Reset - ok. Car was cooling.",Saloon CCU,train
3527 & 3528 Reported water tank leaking,Water Tank,train
1534-MPV AIR LEAK. TO RECTIFY,MPV,train
Train doors at FDT car A2 side not proven closed. TC recycled once - SM CCK feedback the door recycl ed by itself after closing.. SM CCK isolated the faulty trai n door at KRJ SB. Staff MSL helped to paste the sticker.,Door Roller,train
DT check found 3549 APS Fault. Unable to,Current Sensor,train
551/552 Air leak test fail 1.0b/5mins found during DT check,Test Point,train
3523 -  B5 Window Glass Cloudy,Saloon Window Glass,train
ATS alarm showed 'Train door 0 status lost while train is moving' and 'CBTC applied EB due to train doors opened while moving.' at track circuit N775. Train EB was applied while departing station in Auto mode. Released E,Adjust Cab Door Plunger,train
A-side wiper linning missing.,Wiper,train
CE reported 1531 #2 end B/S aircon grill,Aircon Filter,train
3616 B3 Door not proven closed. To check,Door Roller,train
CE reported 2550 B11 Saloon light faulty,Saloon Light,train
TC reported leading Cab 3559 seat torn and faulty. TC took photo and send to TOCR. ERS-13,Repair Cab Seat,train
"1516, 2516 MPV leak from exhaust, To rep",MPV,train
Train encountered power fault at car 2711 while arriving station. Reset x3. Not OK,Charging Resistor,train
3643 A side windsceen hairline crack(Rig,Windscreen,train
TC reported fire internal alarm at RearM1 car. Staff(AMK) checked and feedback no heat or smoke obs erved in train.,External Smoke Detector,train
549/550 air leak fail during dt (1.1 bar,CMV,train
TIMS showed Smoke External Alarm at car2555. Staff(AMK) checked and confirmed no signs of smoke / f ire / burning smell on exterior or interior of train. Rear T 405 line clear and confirmed no abnormalities. TIMS showed S,External Smoke Detector,train
TC reported air-con fault. Unable to reset. Staff(YWT) checked and confirmed that car 3537 set #1 ai r-con faulty. Reset - ok. Car was cooling.,Recharge Freon,train
"DT671/672 UNDERSHOOT CORDING TO RS EVENT LOGS, CONSIST 2672 AVERAGE BCP ABNORMAL DURING THE MINGS OF 1519H, 1952H <(>&<)> 2132H @ 16/04/2020. PLEASE KINDLY FOLLOW .",ACU Solenoid Valve,train
617/618 LMRG Fault.(train Prep),MPV,train
TC reported wheel flat at Front DT car.,Wheel Profiling,train
TC reported TIMS showed obstacle detected at car '2616' 'B4' door at NOV NB. Fault recurred at subse quent stations. Staff(AMK) checked and confirmed car 2616 'B 4' door opened and closed normally. TC reported TIMS showed,Door Roller,train
TC reported one of the saloon lights incar 1543 was not working.,Saloon Light,train
TC changed end and reported 1 saloon light was not working in car 1521 'A2' door. TC changed end andreported 1 saloon light was not working in car 1521 'A2' do or.,Saloon Light,train
TC reported one of the saloon lights incar 3568 'B1' door was not working.,Saloon Light,train
TC reported air-con fault. Unable to reset. Staff(BGS) checked and confirmed that car 2617 set #2 ai r-con faulty. Reset - ok. Car was cooling.,Recharge Freon,train
"2651 During DT check, Aircon 1-1 CMOCR.",Saloon CCU,train
"2508 when DSD depressed, brakes did not release. To rectify",Clean Coupler Pins,train
"CE feedback car 1531#1 A/Con fault.Unable to reset.Temp.27.3*C.
To check and rectify.",Saloon CCU,train
Snaprep: 2612 saloon door closed and ope,Door Roller,train
523/524 MPV C/O [FW],MPV,train
"Snaprep:3609- train there is no air conditioner inside.Is hot and humid
no air flow.Temp.30.9*C.


CE monitor: T225(3609) n (1609) both car cooling mode unable to cut in.
Temp 30.8c n 30.9c respectively.Further check 609/610 tims showed ac
temp warm,",Recharge Freon,train
1655 MULTIPLE A/C FAULT DURING TRAIN PRE,Saloon CCU,train
1562 Reported #2 end foot plate pin dama,Gangway Footplate,train
SnapRep reported 3532 bogie #2 noisy.,Wheel Profiling,train
Snap: 1610 Door 6 abonormal noise,Door Roller,train
3502 Air dryer Fault. To check & rectify,Air Dryer,train
511/512 Air leak test fail 1.3b/5min to,Test Point,train
TC reported cab air-con blower round cover fell off. ERS-14,Cab Louvre,train
"2505 CE reported B4 saloon light ""dim"".",Saloon Light,train
TC reported train doors at all cars unable to close. TC recycled once to clear fault.,Clean J Rail,train
"(Train prep) 1569 TIMS showed brake ""NG""",ACU,train
Found speed sensor fault at 1713 and 271,Speed Sensor,train
3534 A/C 1-1 and 1534 A/C 1-2 DT check f,Recharge Freon,train
#2609 A2 door fault during train prep to,Door Roller,train
CE reported car 2513-nos 1 bogie slight,Wheel Profiling,train
"#2638,NO 3, LFF FOUND NOT WORKING,TO R",LFF,train
EB applied after opening train doors. ATS showed CBTC Applied EB due to command/statusmismatch. TCreported MR pressure was 8 bar. No other fault indication. TC reset EB three times to clear fault. EB applied after ope,Horn Pipeline Filter,train
DT check found 1614 A3 window glass fogg,Window,train
TC reported cab air-on not working.,Purge and Vacuum,train
3532 CE reported B9 saloon light not wor,Saloon Light,train
Train doors at car 3534 were not provenclosed. TC recycled train doors once - ok.ubsequent stations.,Saloon Door Add Shim,train
"Hotbox triggered 3648 - A2,79",Battery,train
DT CX FOUND #3552 UNDER FRAME HISSING,WFL Elbow,train
TC reported MR dropped to 8 bar. No compressor fault was reported.,WFL Hose,train
681/682 3682 Please check door resistanc,Adjust Door Mating Strip,train
TC reported suspected wheel flat at car3674,Wheel Profiling,train
Dt check found #3515 slow release and co,ACU,train
TC reported unable to open the cab doorfrom outside.,Weather Strip,train
Train encountered power fault at car 2631 while departing station. Reset at BBT2 but to no avail. 2n d attempt reset at BGB2 but to no avail. 3rd attempt at CCK2but to no avail. TC feedback train performance normal.,Charging Resistor,train
Train encountered power fault at Front M1 while departing station. TC sttempted to do a reset but fa ult unable to clear.,Charging Resistor,train
TC reported air dryer fault at car 3538.MR pressure : 10bar. TC reported air dryer fault at car 353 8. MR pressure : 10bar.,Air Dryer,train
EMU1525 A3 saloon window Lhs cloudy,Saloon Window Glass,train
2543 A/C 2 Coolant Pressure Fault. To ch,Recharge Freon,train
TC confirmed 'B' side headlight not working. Fault was reported by counter bound TC of T213 and T413,Headlight,train
#3666 ATC marker not working (DT check),ATC Marker Light,train
TC reported one of the saloon lights incar 2530 was not working.,Saloon Light,train
During post air dryer pneumatic health c,Tighten Pipe,train
#513/514 Leak test fail 0.8bar/5min Foun,Water Tank O Ring,train
DT CX FOUND #1620 BCP 0.8 BAR AT COAST,Pressure Transducer,train
"3526 CE reported A1, A8 saloon lights no",Saloon Light,train
Train doors were not proven closed and TC unable to identify which car. TC recycled train doors once- ok. Fault did not recur at subsequent stations.,Door Roller,train
(RSD) 2688 to check brake frame as hunti,ACU,train
Snap: Aircon very weak on 1673,Saloon CCU,train
TC reported he heard a loud thud noise from driving cab at TDM -17. TC checked the body of the trainat KRJ SB and confirmed there was no damage. Rear T404 and SM(YWT) did line clear in ATPM mode and feedback no abnormal,Wheel Profiling,train
1618 wheel reprofiling,Wheel Profiling,train
EMU 521/522 Air leak test failed 1.0 Bar,Parking Brake Unit,train
TC reported suspected wheel flat at front DT car. TC reported suspected wheel flat at front DT car.,Wheel Profiling,train
Train doors at car 3614 B4 door were notproven closed. TC recycled train doors once - ok. Fault did not recur at subsequent stations. Fault recurred at NOV SB. Staff(ORC) checked and feedback no abnormalities found.,Door Roller,train
CE:3530 B2 light dim,Saloon Light,train
1555 DURING DT CHECK FOUND BCU FAULT.,ACU,train
3556 - PARKING BRAKE RELEASE FAULT,Parking Brake Release Pressure Switch,train
1611 Wheel Profiling,Wheel Profiling,train
1615 DT cx found NO line voltage.,CCD Fuse,train
"DC reported 3507 partition door screw drop-off from door hinge.

CE checked & confirmed screws dropped off n partition door can lock n
secured. Screw inside cab 3507.",Partition Door Screw,train
Counterbound T425 TC reported T233 'A' side headlight was not working. TC confirmed headlight fault.TC stepped out at YIS NB checked and confirmed that 'A' sid e headlight was not working. Counterbound T425 TC reported T,Headlight,train
1517 CE reported B2 and 2518 A2 saloon l,Saloon Light,train
"3679- #1,1679-#2,#3 2679-#2,#3 1680-#3 3",LFF,train
TIMS showed car 1502 #2 set air-con faulty. Unable to reset. Staff(RDH) checked and confirmed the fa ult. Staff(RDH) unable to open the air-con cabinet panel in car 1502. Staff(BNV) assisted to reset the faulty air-con -,Saloon CCU,train
CE:3550 Bogie 1 Suspected wheelflat.,Wheel Profiling,train
TIMS showed rear DT car B2 door obstacledetected indication. Staff (LVR) checkedand confirmed tra in door was jerky when opened and closed.,Door Roller,train
3535- A4 SALOON LIGHT FAULTY,Saloon Light Ballast,train
TC reported front M2 car one saloon light not working.,Saloon Light,train
TC reported saloon light was not workingat front DT car B3 door.,Saloon Light,train
"Train encountered power fault at car 1648 while arriving station. Unable to reset at TCR WB,TWR WB a nd TLK WB. TC feedback slow in powering.",Charging Resistor,train
3622 Requested to check A1 door rollers,Door Roller,train
"Train encountered power fault at front M1 car while departing from station. TIMS showed ""powering mi smatch"" with fault code 108 and 827. Reset at MRB1, RFP2 andCTH1 but to no avail. Train performance - ok",Charging Resistor,train
"Snaprep: 3528 A/C water dripping from ceiling

CE:3528(W)No 1 end ceiling condensation.Floor dry",Purge Drain Pipe,train
Train reported 1622 a/con fault and 2621,ACU,train
TC reported air-con fault. Unable to reset. Staff(BDK) checked and confirmed that Front DT car set # 1 air-con faulty. Unable to reset. Car was cooling. TC repor ted air-con fault. Unable to reset. Staff(BDK) checked and c,Saloon CCU,train
T241 3558 (S) 2558 Saloon light not work,Saloon Light,train
Train encountered power fault at Front M2 car while arriving station. Reset - ok. Fault recurred arr iving MRB SB. Reset - ok. Train encountered power fault at F ront M2 car while arriving station. Reset - ok. Fault recurr,K Contactor,train
511/512 DT checked found Air leak test f,Test Point,train
EMU519/520 AIR LEAK TEST FAIL 5 MIN MORE,Tighten Strainer Check Valve,train
During DT check found 3548 B side headlight faulty. To check and rectify,Headlight,train
"CE: 1539 A10, B5 saloon light faulty",Saloon Light,train
Snap: 3534 reported one saloonlight blow,Saloon Light,train
3532 A/S cab door reported cable snapped,Cab Door Cable,train
TC reported TIMS showed BCU fault at front DT car. Fault code 322. TC feedback train performance nor mal.,BCU,train
1501 Coolant fault A/C 1-1,Recharge Freon,train
TC reported one saloon light not workingat Rear M1 B4 door. TC reported one saloon light not workin g at Rear M1 B4 door.,Saloon Light,train
CE reported 3549-B2 & 1550-A11 saloon li,Saloon Light,train
EB applied after opening train doors. ATS showed CBTC Applied EB due to command/statusmismatch. TCreported MR pressure was 8 bar. No other fault indication. TC reset EB three times to clear fault. EB applied after ope,Test Point,train
TIMS showed Smoke Internal at car 3502.Staff(TNM) checked and confirmed no signs of smoke / fire / burning smell on exterior or interior of train. Train was es corted to terminal station.,Internal Smoke Detector,train
Train encountered power fault at car 2542 Rear M2. Reset at NOV. Fault clear. Train encountered powe r fault at car 2542 Rear M2. Reset at NOV. Fault clear.,K Contactor,train
TC reported wiper was unable to clean off stain on A-side windscreen.,Clean Windscreen,train
"3618- A1 RHS DOOR & A3 LHS, 1618- A1,A2,",Door Roller,train
"543/544,3543 AC1-1,2543 AC2-1,coolant pr",Recharge Freon,train
TC reported front M2 smoke external indication on TIMS. Rear train 441 line clear no abnormality on train. Staff(BDL) checked and confirmed no abnormality on sa loon car.,External Smoke Detector,train
During pm found out MPV AIR LEAK,MPV,train
3650-A/S HEADLIGHT FAULTY.TO CHECK & REC,Headlight,train
1609 PM found brake unable to release wh,ACU,train
3513 Smoke external. To check & rectify.,External Smoke Detector,train
CE check: car 3526 A1 saloon light not w,Saloon Light,train
TC reported air-con fault at car 2509 #02 set. Unable to reset. Staff (JUR) checked and confirmed th at car 2509 #02 set air-con faulty. Reset - ok. Car was cool ing.,Recharge Freon,train
Snap: 2557 Light fault doors A2 and A3,Saloon Light,train
#543/544 MPV F/W change out,MPV,train
1552 reported BCU fault,ACU,train
1542 aircon unit 2 fault reset push button is missing,Aircon Reset Push Button,train
1655 MULTIPLE A/C FAULT DURING TRAIN PRE,Saloon CCU,train
Train encountered power fault at car 2663 while departing station. Reset at TIB to no avail. TC feed back slow pickup. Train encountered power fault at car 2663 while departing station. Reset at TIB to no avail. TC feedba,WN Coupling Loose,train
During DT check found EMU551/552 both Cab Seat torn. Replace When spare is available,Cab Seat,train
3526 smoke external faulty. To rectify.,External Smoke Detector,train
Train prep:3626 BCU comm. fault. To replace BCU,BCU,train
"DT,#1717 found BCU speed sensor fault M1",Speed Sensor,train
523/524 Air leak fail when train doors a,Door Manifold,train
2519 DURING DT FOUND A/C 1-1 FAULT.,Saloon CCU,train
Train doors at Rear DT car were not proven closed. TC recycled twice to clear fault- ok.,Clean J Rail,train
TC reported TIMS showed intermittent BCUBCP fault at front M2 car since BSH SB. TC feedback train p erformance - ok.,ACU,train
TC reported train came to a gradual stopand there was a brake fault at car rear M1. Fault self clea red and train proceeded as per normal. TC did a brake statuscheck and confirmed all brake released.,ACU,train
2556 PM check found Pre-charging resisto,Charging Resistor,train
1537 BCP slow to  release BCP stuck at 2,ACU,train
During DT found car #3689 - A/S wiper di,Wiper,train
3616 - WFL leak. To check & rectify.,WFL Hose,train
"#3515,DT CX FOUND BRAKE PRESSURE 0.11",Brake Check Valve,train
"CE reported 3639 Emergency push button (EMPB) at console desk
cracked.Please check.",EMPB,train
3540 Air Dryer purging non stop intermit,Air Dryer,train
Train encountered power fault at car 2548 while departing station. Reset at CLE2 - ok. Fault recurre d departing CLE2. Unable to reset at JUR WB and CNG2. Train performance pickup was slow. Train encountered power fault a,Charging Resistor,train
To Replace door Roller below lactions,Door Roller,train
3642 - Air leak from auto coupler bidirectional valve.,Coupler Directional Valve,train
"Train prep.#3521 found BCP zero,encoder",EMFR,train
TC reported MR pressure dropped to 8 barwhen train arrived at platform. TC then feedback MR pressur e slowly charging up to 9 bar. TC reported MR pressure dropp ed to 8 bar when train arrived at platform. TC then feedback,Test Point,train
Snap: 2630 B4 train door unstable when c,Door Roller,train
"607/608 PM check foundbattery bank panel
bottom cover having heavy wet stain.
Please check abd rectify.

NL3^FF^Battery unit changeout done as per SCHD 34 checklist.
Samsudin 27/4/20",Battery,train
CE reported 2511 A8 saloon light not wor,Saloon Light,train
TC reported partition door handle loose.TC reported partition door handle loose.,Tighten Partition Door Handle,train
"Train doors not proven closed. TC reported front M2, A-3 door slow in closing. TC recycled twice to clear fault. Staff(CCK) assisted to isolate front M2. A-3 do or in close position.",Manifold,train
"DURING PM,#1704",Charging Resistor,train
DT check found air leak test fail.,Pressure Regulator,train
2533 A/C 1-2 faulty during DT check.,Saloon CCU,train
Train doors at car 1659 were not provenclosed. TC opened and closed a few times to clear fault.,Clean J Rail,train
Counterbound T404 TC reported T201 'B' side headlight was not working. TC confirmed headlight fault.TC stepped out at CCK checked and confirmed that 'B' side h eadlight was not working. Counterbound T404 TC reported T201,Headlight,train
Snap: 1567 Exterior light blown,Exterior Door Light,train
TC reported in cab door opening buzzer not working,DIR Buzzer,train
3644 - WFL LEAK FROM HOSE.,WFL Hose,train
"To carry out MPV C/O for 3521, 3522 & 25",MPV,train
Pax feedback to staff (MRB) that the Rear M1 car was warm. Staff (MSP) checked and confirmed whole t rain no air-con fault. Whole train slightly warm.,Freon Overcharge,train
537/538 DT check found air leak fail.,Test Point,train
Compressor local and train fault. MR pressure: 9 bar.,CG,train
TC reported fire internal pre alarm front m1 car.Staff (PSR) confirmed no heat no smoke.,Internal Smoke Detector,train
Snaprep:3511 rain seepage through the ga,Gangway Latch Loose,train
TC reported top part of the windscreen wiper rubber on the 'A' side dislodged.,Resecure Wiper,train
TC reported MR pressure dropped to 8 barwhen train arrived at platform. TC then feedback MR pressur e slowly charging up to 9 bar. TC reported MR pressure dropp ed to 8 bar when train arrived at platform. TC then feedback,Test Point,train
TC feedback one of the saloon light cover in car 3538 was dangling. Staff(PNR) checked and confirmedone of the saloon light cover in car 3538 was dangling. Sta ff(BNL) boarded and escorted the train.,Retighten Saloon Light Cover,train
519/520-DT CHECK FOUND AIR LEAK FAILED 3,Door Manifold,train
Snaprep: 3506 saloon warm,Aircon Filter,train
Passenger feedback to staff (BDL) - train was warm. Staff (NEW) checked the whole train and unable t o locate any air-con fault. All cars were cooling.,Recharge Freon,train
DT found 539/540 air leak fail 1.0bar/5,Test Point,train
537/538 Air leak failed when door open.1,Door Manifold,train
3515 During PM Found A/C 1-1 compressor,Saloon CCU Fan,train
Snap: 3606 Saloon door faulty,Door Isolation Device,train
711/712 Door matting check/Adjustment,Adjust Door Mating Strip,train
CE checked car 3544 A2 saloon light dimm,Saloon Light,train
1651 - MPV LEAKING,MPV,train
TC feedback after changing end that car1567 saloon light near B2 door not working,Saloon Light,train
Train EB was applied in Auto mode with Obstructed Motion Detected showed on ATS. Released EB - ok. P roceeded in Auto mode to next station.,Charging Resistor,train
Snap: Condensation. Cabin 3664.,Purge Drain Pipe,train
TC reported smoke external Rear M1. Staff (BGB) checked and confirmed no sign of smoke or fire and n o abnormalities. Rear Train 407 and 240 line clear and repor ted no abnormalities.,External Smoke Detector,train
TIMS showed propulsion high speed breaker fault at car 2505. TC reset power fault and fault cleared.Fault recurred while arriving BDL1. Reset - ok at BSH1.,VVVF Controller,train
Pax feedback to staff (KTB) unusual sound heard at front M2 car. Staff (YCK) checked and confirmed b uzzing sound heard from the air-con.,LFF,train
DT check found at coast position the fol,Pressure Transducer,train
Pax to staff(NOV) that Rear M2 car 'A1'3606/ door did not open at BSH and BDL SB. SM(CTH) checked and con firmed train door did not open at at CTH SB. SM(CTH) isolate d the faulty train door at MSP NB. SM(MRB) helped to paste t,Door Roller,train
TC reported air-con fault. Unable to reset. Staff (YWT) checked car 1516 air-con fault set #1 faulty . Reset - ok. Car was cooling. TC reported air-con fault. Un able to reset. Staff (YWT) checked car 1516 air-con fault se,Saloon CCU,train
"3687 marker light blown, to rectify (DT",ATC Marker Light,train
